ID,invoiceNumber_jaro,invoiceNumber_jaro_inv,invoiceNumber_damlev,invoiceNumber_q2,invoiceNumber_q3,invoiceNumber_long2,invoiceNumber_long3,invoiceNumber_sw,suppName_jaro,suppName_damlev,suppName_q2,suppName_q3,suppName_long2,suppName_long3,suppName_long4,same_suppRef,same_baseAmount,same_enteredDate,same_paidDate,same_user,duplicate
2371,0.900891632,0.895061728,0.851851852,0.730769231,0.6,0.851851852,0.703703704,0.725925926,1,1,1,1,1,1,0.5,1,0,1,0,1,1
2372,1,1,1,1,1,1,1,1,0.868055556,0.770833333,0.75,0.75,0.5,0.5,0,0,1,1,1,0,1
2373,1,1,1,1,1,1,1,1,0.413580247,0.148148148,0,0,0,0,0,0,0,1,0,1,0
2374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,0,1,0,0,1
2375,0.939393939,0.987878788,0.909090909,0.9,0.888888889,0.909090909,0.909090909,0.890909091,1,1,1,1,1,1,1,1,0,1,0,0,1
2376,0.897777778,0.924444444,0.833333333,0.6,0.5,0.666666667,0.666666667,0.666666667,1,1,1,1,1,0.8,0.8,1,0,1,0,0,1
2377,0.979238754,0.979238754,0.941176471,0.875,0.8,0.941176471,0.941176471,0.882352941,1,1,1,1,1,1,1,1,0,1,0,0,1
2378,0.933333333,0.888888889,0.833333333,0.8,0.75,0.833333333,0.833333333,0.833333333,1,1,1,1,1,1,0.666666667,1,0,1,1,0,0
2379,1,1,1,1,1,1,1,1,0.828571429,0.814285714,0.785714286,0.785714286,0.75,0.75,0.5,0,0,1,0,1,0
2380,1,1,1,1,1,1,1,1,0.795922365,0.658012821,0.604166667,0.583333333,0.571428571,0.5,0.5,0,0,1,0,1,0
2381,0.601190476,0.601190476,0.25,0.153846154,0,0.266666667,0,0.24,0.507264957,0.138461538,0.19047619,0.157894737,0.217391304,0.217391304,0.217391304,0,0,0,0,0,1
2382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,1,0,1,1
2383,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0
2384,0.927878788,0.914141414,0.833333333,0.761904762,0.631578947,0.869565217,0.695652174,0.782608696,1,1,1,1,1,1,0.5,1,0,1,0,0,1
2385,0,0,0,0,0,0,0,0.166666667,0.232098765,0.157407407,0.069444444,0,0.142857143,0,0,0,1,1,0,0,0
2386,1,1,1,1,1,1,1,1,0.682539683,0.555555556,0.375,0.333333333,0.466666667,0.333333333,0.333333333,0,0,1,0,1,1
2387,0.651515152,0.651515152,0.272727273,0.210526316,0.117647059,0.285714286,0.285714286,0.266666667,1,1,1,1,1,1,0.75,1,0,1,1,1,1
2388,0.683760684,0.757834758,0.461538462,0.333333333,0.181818182,0.461538462,0.307692308,0.292307692,1,1,1,1,1,1,1,1,1,1,1,1,0
2389,0.956666667,0.916666667,0.75,0.833333333,0.8,0.857142857,0.857142857,0.857142857,1,1,1,1,1,1,1,1,0,1,0,0,0
2390,0.436507937,0.373015873,0,0,0,0,0,0.153846154,1,1,1,1,1,1,1,1,0,1,0,0,1
2391,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0
2392,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,0,1,0,0,0
2393,1,1,1,1,1,1,1,1,0.310714286,0.25,0.272727273,0.166666667,0.230769231,0.230769231,0,0,0,1,0,0,1
2394,1,1,1,1,1,1,1,1,0.516843034,0.240740741,0.083333333,0,0.222222222,0,0,0,0,1,0,1,0
2395,0.99829932,0.976190476,0.928571429,0.96,0.956521739,0.962962963,0.962962963,0.962962963,1,1,1,1,1,1,1,1,0,1,1,1,1
2396,0.966060606,0.878787879,0.818181818,0.8,0.777777778,0.818181818,0.818181818,0.818181818,1,1,1,1,1,0.666666667,0.333333333,1,0,1,1,1,0
2397,0.913333333,0.833333333,0.75,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0
2398,0.942222222,0.888888889,0.666666667,0.769230769,0.727272727,0.8,0.8,0.8,1,1,1,1,1,1,0,1,0,1,0,1,1
2399,0.949074074,0.884259259,0.777777778,0.8,0.769230769,0.823529412,0.823529412,0.823529412,1,1,1,1,1,0.75,0.5,1,0,1,0,1,1
2400,0.850340136,0.76122449,0.642857143,0.461538462,0.333333333,0.571428571,0.571428571,0.342857143,0.596081349,0.255555556,0.245535714,0.125,0.375,0.375,0,0,1,1,1,1,0
2401,0.848888889,0.777777778,0.666666667,0.6,0.5,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,0.5,1,1,1,1,1,0
2402,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,0.666666667,1,1,1,1,1,0
2403,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.666666667,0.333333333,0,0,1,0,1,1
2404,0.694444444,0.694444444,0.416666667,0.181818182,0,0.333333333,0,0.2,0.906183862,0.715277778,0.732492997,0.7,0.675057208,0.631578947,0.631578947,0,0,1,1,1,0
2405,0.5,0.5,0.125,0,0,0,0,0.125,0.464726631,0.171957672,0,0,0,0,0,0,0,0,0,0,1
2406,0.636363636,0.636363636,0.454545455,0.3,0.222222222,0.363636364,0.363636364,0.345454545,1,1,1,1,0.5,0.5,0.25,1,1,1,1,1,0
2407,0.95047619,0.904761905,0.857142857,0.833333333,0.8,0.857142857,0.857142857,0.857142857,1,1,1,1,1,1,1,1,1,1,1,1,0
2408,0.972789116,0.904761905,0.714285714,0.818181818,0.8,0.833333333,0.833333333,0.833333333,1,1,1,1,1,1,0.333333333,1,0,1,0,1,1
2409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2410,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,1,0,0
2411,0,0,0,0,0,0,0,0,1,1,1,1,0.8,0.8,0.6,1,0,1,0,0,1
2412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,0
2413,0.998518519,0.977777778,0.933333333,0.962962963,0.96,0.965517241,0.965517241,0.965517241,1,1,1,1,1,1,1,1,0,1,1,1,1
2414,0.479166667,0,0,0.153846154,0.083333333,0.214285714,0.214285714,0.171428571,1,1,1,1,1,1,1,1,0,0,0,1,0
2415,1,1,1,1,1,1,1,1,0.834326923,0.75,0.710994398,0.675,0.802631579,0.75,0.25,0,0,1,0,1,1
2416,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0
2417,1,1,1,1,1,1,1,1,0.31468254,0.080952381,0,0,0,0,0,0,0,1,0,0,1
2418,1,1,1,1,1,1,1,1,0.516843034,0.240740741,0.083333333,0,0.074074074,0,0,0,0,1,0,1,0
2419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
2420,0.942222222,0.888888889,0.666666667,0.769230769,0.727272727,0.8,0.8,0.8,1,1,1,1,1,1,0.75,1,0,1,0,0,0
2421,0.638888889,0.527777778,0.25,0.166666667,0,0.285714286,0,0.285714286,0.451706349,0.155119048,0,0,0,0,0,0,0,1,0,0,0
2422,1,1,1,1,1,1,1,1,0.395833333,0.1875,0,0,0,0,0,0,0,1,0,0,1
2423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,1,0,1,1
2424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
2425,0.913333333,0.833333333,0.75,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0
2426,1,1,1,1,1,1,1,1,0.533708113,0.231018519,0.051282051,0,0.088888889,0,0,0,0,1,0,0,1
2427,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.5,1,0,0,1,1,0
2428,1,1,1,1,1,1,1,1,0.902083333,0.809027778,0.75,0.680555556,0.6875,0.625,0.625,0,0,1,0,1,1
2429,0.888888889,0.933333333,0.833333333,0.8,0.75,0.833333333,0.833333333,0.8,1,1,1,1,1,1,1,1,0,1,0,1,1
2430,0.813333333,0.611111111,0.5,0.4,0,0.666666667,0,0.433333333,1,1,1,1,1,1,1,1,0,1,0,1,0
2431,0.5,0.5,0.125,0,0,0,0,0.125,0.30952381,0.095238095,0.19047619,0,0.444444444,0,0,0,0,1,0,0,0
2432,0.986394558,0.980347695,0.952380952,0.9,0.842105263,0.952380952,0.952380952,0.904761905,1,1,1,1,0.75,0.75,0.75,1,0,1,0,0,1
2433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,0,0,0,1
2434,1,1,1,1,1,1,1,1,0.699768519,0.538194444,0.402777778,0.375,0.340909091,0.25,0.25,0,0,1,1,1,1
2435,0.939393939,0.987878788,0.909090909,0.9,0.888888889,0.909090909,0.909090909,0.890909091,1,1,1,1,1,1,1,1,0,1,0,1,1
2436,0.9,0.795555556,0.75,0.571428571,0.5,0.625,0.625,0.625,1,1,1,1,1,1,1,1,1,1,1,1,0
2437,0.981666667,0.958333333,0.875,0.923076923,0.909090909,0.933333333,0.933333333,0.933333333,1,1,1,1,1,1,1,1,0,0,0,1,1
2438,0.952904239,0.926739927,0.785714286,0.8,0.695652174,0.888888889,0.888888889,0.785185185,1,1,1,1,1,1,1,1,0,1,0,0,1
2439,1,1,1,1,1,1,1,1,0.473578042,0.1,0.070833333,0,0.173669468,0,0,0,0,1,0,0,1
2440,1,1,1,1,1,1,1,1,0.719135802,0.5,0.363927739,0.291666667,0.435897436,0.333333333,0.333333333,0,0,1,0,1,1
2441,0.79,0.683333333,0.375,0.285714286,0,0.5,0,0.25,1,1,1,1,1,1,1,1,1,1,1,1,0
2442,0,0,0,0,0,0,0,0,1,1,1,1,0.8,0.8,0.6,1,0,1,0,0,1
2443,0.81,0.616666667,0.5,0.285714286,0.166666667,0.375,0.375,0.375,1,1,1,1,1,1,1,1,1,1,1,1,0
2444,0.5,0.5,0.25,0,0,0,0,0.2,1,1,1,1,1,1,0.75,1,0,1,1,1,1
2445,1,1,1,1,1,1,1,1,0.504938272,0.166666667,0.109722222,0,0.235294118,0,0,0,0,1,1,0,0
2446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
2447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2448,0.957777778,0.962222222,0.833333333,0.7,0.444444444,0.909090909,0.909090909,0.690909091,1,1,1,1,1,1,0.75,1,0,1,0,1,1
2449,0.896,0.752380952,0.6,0.666666667,0.5,0.6,0.6,0.6,1,1,1,1,1,0.666666667,0.333333333,1,1,1,1,1,0
2450,0.85,0.616666667,0.625,0.571428571,0.5,0.625,0.625,0.625,1,1,1,1,1,1,1,1,1,1,1,1,0
2451,1,1,1,1,1,1,1,1,0.55941358,0.347883598,0.291666667,0.291666667,0.333333333,0.333333333,0,0,0,1,0,1,1
2452,0.933333333,0.981333333,0.9,0.888888889,0.875,0.9,0.9,0.88,1,1,1,1,1,0.875,0.5,1,0,1,0,1,1
2453,1,1,1,1,1,1,1,1,0.718948413,0.575892857,0.43452381,0.375,0.477678571,0.40625,0.15625,0,0,1,0,1,1
2454,1,1,1,1,1,1,1,1,0.516843034,0.240740741,0.083333333,0,0.222222222,0,0,0,0,1,0,1,0
2455,0.909333333,0.866666667,0.8,0.75,0.666666667,0.8,0.8,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0
2456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,0,1,1,1,0
2457,0.944242424,0.983030303,0.909090909,0.8,0.777777778,0.818181818,0.818181818,0.818181818,1,1,1,1,1,0.833333333,0.5,1,0,1,0,1,1
2458,0.831111111,0.777777778,0.5,0.285714286,0.166666667,0.375,0.375,0.375,1,1,1,1,1,1,1,1,1,1,1,1,0
2459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
2460,1,1,1,1,1,1,1,1,0.733888889,0.631111111,0.568181818,0.55,0.661538462,0.6,0.4,0,0,1,0,0,1
2461,0.483333333,0.466666667,0.2,0,0,0,0,0.222222222,0.610863095,0.484375,0.375,0.375,0.25,0.25,0,0,0,1,0,0,0
2462,0.981333333,0.859259259,0.9,0.888888889,0.875,0.9,0.9,0.9,1,1,1,1,1,1,1,1,0,1,1,1,0
2463,1,1,1,1,1,1,1,1,0.989166667,0.9375,0.884615385,0.863636364,0.9,0.9,0.9,0,0,1,0,0,1
2464,1,1,1,1,1,1,1,1,0.516843034,0.240740741,0.083333333,0,0.222222222,0,0,0,0,1,0,1,0
2465,0.909090909,0.967272727,0.727272727,0.823529412,0.8,0.842105263,0.842105263,0.842105263,1,1,1,1,1,1,1,1,0,1,0,1,1
2466,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,0,1,0,1,1
2467,0.966666667,0.990666667,0.9,0.941176471,0.933333333,0.947368421,0.947368421,0.947368421,1,1,1,1,1,0.666666667,0.333333333,1,0,1,0,1,1
2468,0.952662722,0.86039886,0.692307692,0.7,0.555555556,0.818181818,0.636363636,0.709090909,1,1,1,1,1,1,1,1,0,1,0,0,1
2469,1,1,1,1,1,1,1,1,0.370845204,0.179487179,0.15,0,0.333333333,0,0,0,0,1,0,0,0
2470,0.444444444,0.444444444,0.111111111,0,0,0,0,0.111111111,1,1,1,1,1,1,0.666666667,1,0,1,0,1,0
2471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,0,1,0,0,0
2473,1,1,1,1,1,1,1,1,0.492063492,0.238095238,0,0,0,0,0,1,0,1,0,0,1
2474,0.848888889,0.777777778,0.666666667,0.6,0.5,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,0.666666667,1,0,1,1,1,0
2475,0.433333333,0.9,0.5,0.615384615,0.545454545,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,0.5,1,0,1,0,0,1
2476,0.960505051,0.979090909,0.916666667,0.952380952,0.842105263,0.956521739,0.956521739,0.852173913,1,1,1,1,0.666666667,0.666666667,0.666666667,1,0,1,0,0,1
2477,1,1,1,1,1,1,1,1,0.755555556,0.523611111,0.308333333,0.291666667,0.308823529,0.25,0.25,0,1,1,1,1,0
2478,0.95047619,0.904761905,0.857142857,0.833333333,0.8,0.857142857,0.857142857,0.857142857,1,1,1,1,1,0.666666667,0.333333333,1,1,1,1,1,0
2479,0.867272727,0.731168831,0.545454545,0.421052632,0.352941176,0.476190476,0.476190476,0.476190476,1,1,1,1,1,1,1,1,0,1,0,0,1
2480,1,1,1,1,1,1,1,1,0.413580247,0.148148148,0,0,0,0,0,0,0,1,0,1,0
2481,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0
2482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,1,0,1,1
2483,0.99936988,0.985507246,0.956521739,0.976744186,0.975609756,0.977777778,0.977777778,0.977777778,1,1,1,1,1,1,1,1,0,1,1,0,1
2484,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,0,1,0,1,1
2485,0.993197279,0.952380952,0.857142857,0.916666667,0.909090909,0.923076923,0.923076923,0.923076923,1,1,1,1,1,1,0.666666667,1,0,1,0,0,1
2486,0.967619048,0.96,0.857142857,0.727272727,0.444444444,0.923076923,0.615384615,0.738461538,1,1,1,1,1,0.857142857,0.571428571,1,0,1,0,1,1
2487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,1,0,1,1
2488,0.472222222,0.472222222,0,0,0,0,0,0.125,0.477777778,0.141666667,0.125,0,0.2,0,0,0,0,1,0,0,0
2489,0.777777778,0.722222222,0.444444444,0.375,0.142857143,0.555555556,0.333333333,0.377777778,1,1,1,1,1,1,0.75,1,1,1,0,1,0
2490,0.981333333,0.933333333,0.9,0.888888889,0.875,0.9,0.9,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0
2491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2492,0.913333333,0.777777778,0.75,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,0,0,1,1,1,1,1,0
2493,0.996598639,0.926739927,0.928571429,0.923076923,0.916666667,0.928571429,0.928571429,0.928571429,1,1,1,1,1,1,0.5,1,0,1,1,1,0
2494,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0
2495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0,0,1,0,0,1
2496,0.993939394,0.96969697,0.909090909,0.947368421,0.941176471,0.952380952,0.952380952,0.952380952,1,1,1,1,1,1,0,1,0,1,0,0,0
2497,1,1,1,1,1,1,1,1,0.678270803,0.474747475,0.392857143,0.333333333,0.407407407,0.166666667,0.166666667,0,0,1,0,0,1
2498,1,1,1,1,1,1,1,1,0.57989418,0.134920635,0.071428571,0,0.125,0,0,0,0,1,0,1,1
2499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
2500,0.898666667,0.877333333,0.8,0.5,0.333333333,0.6,0.6,0.6,1,1,1,1,1,1,1,1,0,1,0,0,0
2501,0.940843845,0.83891547,0.727272727,0.666666667,0.6,0.727272727,0.727272727,0.645454545,1,1,1,1,1,1,0.75,1,1,1,1,1,0
2502,0.925925926,0.973333333,0.888888889,0.875,0.857142857,0.888888889,0.888888889,0.866666667,1,1,1,1,1,1,1,1,0,1,0,1,1
2503,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.666666667,1,0,0,0,0,0
2504,1,1,1,1,1,1,1,1,0.303509259,0.117063492,0,0,0,0,0,0,0,1,0,0,1
2505,0.925,0.875,0.625,0.727272727,0.666666667,0.769230769,0.769230769,0.769230769,1,1,1,1,1,1,1,1,0,1,0,1,1
2506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0
2507,0.933333333,0.888888889,0.833333333,0.8,0.75,0.833333333,0.833333333,0.833333333,1,1,1,1,1,1,1,1,0,1,1,1,0
2508,0.921428571,0.869047619,0.625,0.571428571,0.5,0.625,0.625,0.625,1,1,1,1,1,1,1,1,1,1,1,1,0
2509,0.833333333,0.913333333,0.75,0.714285714,0.666666667,0.75,0.75,0.7,0.560515873,0.226190476,0.196657509,0.103535354,0.2,0.2,0,0,0,1,0,0,1
2510,0.983030303,0.939393939,0.818181818,0.8,0.777777778,0.818181818,0.818181818,0.818181818,1,1,1,1,1,1,1,1,0,1,0,0,0
2511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0,1,1
2512,0.527777778,0.527777778,0.25,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,0.896,0.8,0.6,0.666666667,0.5,0.6,0.6,0.6,1,1,1,1,1,1,0.5,1,1,1,1,1,0
2514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,1,0,1,1
2515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,1,0,0,0
2516,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,1,1,1,1,0
2517,0.777301587,0.757936508,0.5,0.153846154,0,0.533333333,0,0.266666667,0.518650794,0.155952381,0.084415584,0,0.102564103,0,0,0,0,1,0,0,0
2518,0.874047619,0.981666667,0.875,0.923076923,0.909090909,0.933333333,0.933333333,0.933333333,0.611518519,0.375,0.242424242,0.148148148,0.461538462,0.461538462,0,0,0,1,0,0,1
2519,0.400793651,0.400793651,0.125,0,0,0,0,0.052631579,0.463262157,0.186791383,0,0,0,0,0,0,0,1,0,0,0
2520,0.912888889,0.937777778,0.7,0.588235294,0.4,0.736842105,0.526315789,0.568421053,1,1,1,1,1,1,1,1,0,1,0,0,0
2521,0.939285714,0.910714286,0.75,0.461538462,0.363636364,0.533333333,0.533333333,0.533333333,1,1,1,1,1,1,0.75,1,0,1,0,0,1
2522,0.9,0.833333333,0.625,0.571428571,0.5,0.625,0.625,0.625,1,1,1,1,1,1,1,1,1,1,1,1,0
2523,1,1,1,1,1,1,1,1,0.774875742,0.560606061,0.539351852,0.476190476,0.511111111,0.444444444,0.333333333,0,0,1,0,1,0
2524,0.79375,0.766666667,0.4375,0.416666667,0.272727273,0.538461538,0.538461538,0.338461538,1,1,1,1,0.75,0.75,0.5,1,0,1,0,1,1
2525,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,0,1,0,0,0
2526,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,1,0,1,0
2527,0.698412698,0.587301587,0.428571429,0.19047619,0,0.173913043,0,0.173913043,0.547471741,0.144570707,0.157142857,0.0625,0.152573529,0.09375,0,0,0,1,0,0,0
2528,0.963333333,0.821428571,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1
2529,1,1,1,1,1,1,1,1,0.193287037,0.034722222,0,0,0,0,0,0,0,1,0,1,1
2530,0.930666667,0.783333333,0.7,0.555555556,0.5,0.6,0.6,0.6,1,1,1,1,1,0.666666667,0.333333333,1,1,1,1,1,0
2531,0,0,0,0.333333333,0,0.5,0,0.5,1,1,1,1,0.8,0.8,0.8,1,1,1,1,1,0
2532,0.848888889,0.777777778,0.666666667,0.6,0.5,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,0
2533,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,0,1,0,0,0
2534,0.996976568,0.9856387,0.952380952,0.85,0.789473684,0.904761905,0.80952381,0.838095238,0.602277584,0.423601399,0.383458647,0.333333333,0.422619048,0.375,0.375,0,0,1,0,1,1
2535,1,1,1,1,1,1,1,1,0,0.166666667,0,0,0,0,0,0,0,1,0,1,1
2536,0.660185185,0.726851852,0.555555556,0.4,0.307692308,0.470588235,0.470588235,0.423529412,0.327380952,0.071428571,0,0,0,0,0,0,0,0,0,0,1
2537,0.472222222,0.472222222,0.166666667,0,0,0,0,0.2,0.303924663,0.160511364,0.096405229,0,0.071428571,0,0,0,0,1,0,1,0
2538,0.99829932,0.976190476,0.928571429,0.96,0.956521739,0.962962963,0.962962963,0.962962963,1,1,1,1,1,1,1,1,0,1,1,1,1
2539,1,1,1,1,1,1,1,1,0.516843034,0.240740741,0.083333333,0,0.074074074,0,0,0,0,1,0,1,0
2540,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,0,1,0,0,1
2541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,1,0,0,0
2542,0.455555556,0.411111111,0.166666667,0,0,0,0,0.181818182,0.504513889,0.2125,0,0,0,0,0,0,0,0,0,0,0
2543,1,1,1,1,1,1,1,1,0.333333333,0.0625,0,0,0,0,0,0,0,1,1,0,1
2544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
2546,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,1,0,1,0,1,1
2547,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,1,0,0,0
2548,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.666666667,0.333333333,1,0,1,0,0,0
2549,0.867029664,0.756223563,0.391304348,0.372093023,0.243902439,0.488888889,0.311111111,0.311111111,1,1,1,1,1,1,0.75,1,0,1,0,1,0
2550,1,1,1,1,1,1,1,1,0.597635582,0.388888889,0.291666667,0.291666667,0.333333333,0.333333333,0,0,0,1,0,1,1
2551,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,0,0,1,1,0
2552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,0,0,1
2553,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.5,1,0,1,0,0,1
2554,1,1,1,1,1,1,1,1,0.833333333,0.833333333,0.833333333,0.833333333,1,1,1,0,0,1,0,1,1
2555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,0,0
2556,0,0,0,0,0,0,0,0,0.396825397,0.228174603,0,0,0,0,0,0,0,0,0,1,1
2557,0.972789116,0.952380952,0.857142857,0.833333333,0.727272727,0.923076923,0.923076923,0.830769231,0.389506173,0.138888889,0.064102564,0,0.133333333,0,0,0,0,1,0,0,0
2558,1,1,1,1,1,1,1,1,0.504938272,0.166666667,0.109722222,0,0.235294118,0,0,0,0,1,0,0,0
2559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
2560,0.655555556,0.607936508,0.4,0.296296296,0.16,0.413793103,0.275862069,0.275862069,1,1,1,1,1,1,1,1,0,1,0,1,1
2561,0.555555556,0.444444444,0.111111111,0,0,0,0,0.088888889,0.704012346,0.488888889,0.388888889,0.333333333,0.428571429,0.333333333,0,0,0,1,0,0,0
2562,0.981111111,0.974444444,0.916666667,0.857142857,0.736842105,0.956521739,0.956521739,0.852173913,1,1,1,1,1,1,0.333333333,1,0,1,0,1,1
2563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0,0,1,0,0,1
2564,0.436507937,0.373015873,0.142857143,0,0,0,0,0.123076923,0.688003663,0.477335165,0.380952381,0.3,0.400621118,0.357142857,0,0,0,1,0,1,0
2565,0.941333333,0.825,0.7,0.666666667,0.625,0.7,0.7,0.7,1,1,1,1,1,0.666666667,0.333333333,1,1,1,1,1,0
2566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
2567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
2568,0.683333333,0.683333333,0.375,0.285714286,0.166666667,0.375,0.375,0.375,1,1,1,1,1,1,1,1,1,1,1,1,0
2569,0.771428571,0.807238095,0.428571429,0.6,0.25,0.5,0.5,0.466666667,0.459656085,0.197420635,0,0,0,0,0,0,0,0,0,0,0
2570,0,0.874074074,0.444444444,0.545454545,0.444444444,0.615384615,0.615384615,0.615384615,1,1,1,1,1,1,1,1,0,1,0,1,1
2571,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.666666667,1,0,1,0,1,0
2572,0.984444444,0.953333333,0.916666667,0.818181818,0.7,0.916666667,0.75,0.833333333,1,1,1,1,0.8,0.8,0.4,1,0,1,0,1,1
2573,1,1,1,1,1,1,1,1,0.838624339,0.714285714,0.694444444,0.666666667,0.761904762,0.666666667,0.666666667,0,0,1,0,1,1
2574,0.855238095,0.80952381,0.428571429,0.333333333,0.2,0.428571429,0.428571429,0.428571429,1,1,1,1,1,1,0.666666667,1,0,1,1,1,0
2575,0.99936988,0.985507246,0.956521739,0.976744186,0.975609756,0.977777778,0.977777778,0.977777778,1,1,1,1,1,1,1,1,1,1,0,0,1
2576,0.941333333,0.825,0.7,0.666666667,0.625,0.7,0.7,0.7,1,1,1,1,1,0.666666667,0.333333333,1,1,1,1,1,0
2577,0.455555556,0.455555556,0.166666667,0,0,0,0,0.181818182,0.493386243,0.170634921,0,0,0,0,0,0,0,0,0,0,1
2578,0.666666667,0.666666667,0.5,0.333333333,0,0.5,0,0.5,1,1,1,1,1,1,1,1,1,1,1,0,1
2579,0.998697917,0.979166667,0.9375,0.965517241,0.962962963,0.967741935,0.967741935,0.967741935,1,1,1,1,1,1,1,1,0,1,1,1,1
2580,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
